DateId;dateWeekOfMonth;dateQuarter;dateIsWeekend;dateIsHolidayInd;dateWeekDayStartsMonday;timestamp_x;Product;Customer;Volume;timestamp_y;VolumeAvgLast3months;VolumeAvgLast6months;VolumeAvgLast9months;VolumeAvgLast12months;Maksymalna temperatura dobowa;Minimalna temperatura dobowa;Srednia temperatura dobowa;Suma dobowa opadow [mm];Pokrywa sniegu [cm]
2021-01-03;2;1;1;0;7;1609632000.0;COURIER;Rest;101658.82059561006;1609632000.0;0.0;0.0;0.0;0.0;4.0;-0.9;1.1;0.0;0
2021-01-04;2;1;0;0;1;1609718400.0;APM;X;40310.64562210102;1609718400.0;0.0;0.0;0.0;0.0;4.9;-0.7;1.7;7.1;0
2021-01-04;2;1;0;0;1;1609718400.0;COURIER;X;23811.50010051284;1609718400.0;0.0;0.0;0.0;0.0;4.9;-0.7;1.7;7.1;0
2021-01-04;2;1;0;0;1;1609718400.0;COURIER;Rest;51049.904391979675;1609718400.0;0.0;0.0;0.0;0.0;4.9;-0.7;1.7;7.1;0
2021-01-04;2;1;0;0;1;1609718400.0;COURIER;Rest;51049.904391979675;1609718400.0;0.0;0.0;0.0;0.0;3.4;0.5;2.2;0.0;0
2021-01-04;2;1;0;0;1;1609718400.0;APM;Rest;52379.50460901285;1609718400.0;0.0;0.0;0.0;0.0;4.9;-0.7;1.7;7.1;0
2021-01-04;2;1;0;0;1;1609718400.0;APM;Rest;52379.50460901285;1609718400.0;0.0;0.0;0.0;0.0;3.4;0.5;2.2;0.0;0
2021-01-04;2;1;0;0;1;1609718400.0;COURIER;X;23811.50010051284;1609718400.0;0.0;0.0;0.0;0.0;3.4;0.5;2.2;0.0;0
2021-01-04;2;1;0;0;1;1609718400.0;APM;X;40310.64562210102;1609718400.0;0.0;0.0;0.0;0.0;3.4;0.5;2.2;0.0;0
2021-01-05;2;1;0;0;2;1609804800.0;COURIER;Rest;79904.94880583561;1609804800.0;0.0;0.0;0.0;0.0;3.7;1.4;2.5;4.3;0
2021-01-05;2;1;0;0;2;1609804800.0;APM;X;54800.87913714957;1609804800.0;0.0;0.0;0.0;0.0;3.7;1.4;2.5;4.3;0
2021-01-05;2;1;0;0;2;1609804800.0;APM;X;54800.87913714957;1609804800.0;0.0;0.0;0.0;0.0;4.0;1.5;2.8;0.0;0
2021-01-05;2;1;0;0;2;1609804800.0;APM;Rest;66641.01237278548;1609804800.0;0.0;0.0;0.0;0.0;4.0;1.5;2.8;0.0;0
2021-01-05;2;1;0;0;2;1609804800.0;COURIER;X;35802.853401209184;1609804800.0;0.0;0.0;0.0;0.0;3.7;1.4;2.5;4.3;0
2021-01-05;2;1;0;0;2;1609804800.0;COURIER;X;35802.853401209184;1609804800.0;0.0;0.0;0.0;0.0;4.0;1.5;2.8;0.0;0
2021-01-05;2;1;0;0;2;1609804800.0;APM;Rest;66641.01237278548;1609804800.0;0.0;0.0;0.0;0.0;3.7;1.4;2.5;4.3;0
2021-01-05;2;1;0;0;2;1609804800.0;COURIER;Rest;79904.94880583561;1609804800.0;0.0;0.0;0.0;0.0;4.0;1.5;2.8;0.0;0
2021-01-06;2;1;0;1;3;1609891200.0;APM;Rest;7387.756933041554;1609891200.0;0.0;0.0;0.0;0.0;3.7;-0.4;1.3;1.9;0
2021-01-06;2;1;0;1;3;1609891200.0;COURIER;X;4230.603288608912;1609891200.0;0.0;0.0;0.0;0.0;2.1;0.8;1.3;0.0;0
2021-01-06;2;1;0;1;3;1609891200.0;COURIER;X;4230.603288608912;1609891200.0;0.0;0.0;0.0;0.0;3.7;-0.4;1.3;1.9;0
2021-01-06;2;1;0;1;3;1609891200.0;COURIER;Rest;8234.267861630715;1609891200.0;0.0;0.0;0.0;0.0;3.7;-0.4;1.3;1.9;0
2021-01-06;2;1;0;1;3;1609891200.0;COURIER;Rest;8234.267861630715;1609891200.0;0.0;0.0;0.0;0.0;2.1;0.8;1.3;0.0;0
2021-01-06;2;1;0;1;3;1609891200.0;APM;Rest;7387.756933041554;1609891200.0;0.0;0.0;0.0;0.0;2.1;0.8;1.3;0.0;0
2021-01-06;2;1;0;1;3;1609891200.0;APM;X;5476.212995014767;1609891200.0;0.0;0.0;0.0;0.0;3.7;-0.4;1.3;1.9;0
2021-01-06;2;1;0;1;3;1609891200.0;APM;X;5476.212995014767;1609891200.0;0.0;0.0;0.0;0.0;2.1;0.8;1.3;0.0;0
2021-01-07;2;1;0;0;4;1609977600.0;COURIER;X;81845.38973233539;1609977600.0;0.0;0.0;0.0;0.0;2.4;0.5;1.2;0.0;0
2021-01-07;2;1;0;0;4;1609977600.0;APM;Rest;135907.50695188227;1609977600.0;0.0;0.0;0.0;0.0;2.4;0.5;1.2;0.0;0
2021-01-07;2;1;0;0;4;1609977600.0;COURIER;Rest;149256.6985268547;1609977600.0;0.0;0.0;0.0;0.0;2.4;0.5;1.2;0.0;0
2021-01-07;2;1;0;0;4;1609977600.0;APM;X;100510.04954943842;1609977600.0;0.0;0.0;0.0;0.0;2.4;0.5;1.2;0.0;0
2021-01-07;2;1;0;0;4;1609977600.0;COURIER;Rest;149256.6985268547;1609977600.0;0.0;0.0;0.0;0.0;2.3;0.7;1.3;0.3;0
2021-01-07;2;1;0;0;4;1609977600.0;COURIER;X;81845.38973233539;1609977600.0;0.0;0.0;0.0;0.0;2.3;0.7;1.3;0.3;0
2021-01-07;2;1;0;0;4;1609977600.0;APM;X;100510.04954943842;1609977600.0;0.0;0.0;0.0;0.0;2.3;0.7;1.3;0.3;0
2021-01-07;2;1;0;0;4;1609977600.0;APM;Rest;135907.50695188227;1609977600.0;0.0;0.0;0.0;0.0;2.3;0.7;1.3;0.3;0
2021-01-08;2;1;0;0;5;1610064000.0;APM;X;64946.94076447927;1610064000.0;0.0;0.0;0.0;0.0;3.6;-1.3;0.3;0.0;0
2021-01-08;2;1;0;0;5;1610064000.0;APM;X;64946.94076447927;1610064000.0;0.0;0.0;0.0;0.0;1.4;0.2;0.6;0.0;0
2021-01-08;2;1;0;0;5;1610064000.0;COURIER;Rest;80409.32834308516;1610064000.0;0.0;0.0;0.0;0.0;3.6;-1.3;0.3;0.0;0
2021-01-08;2;1;0;0;5;1610064000.0;COURIER;Rest;80409.32834308516;1610064000.0;0.0;0.0;0.0;0.0;1.4;0.2;0.6;0.0;0
2021-01-08;2;1;0;0;5;1610064000.0;APM;Rest;82682.50458164403;1610064000.0;0.0;0.0;0.0;0.0;3.6;-1.3;0.3;0.0;0
2021-01-08;2;1;0;0;5;1610064000.0;COURIER;X;40995.29397578186;1610064000.0;0.0;0.0;0.0;0.0;1.4;0.2;0.6;0.0;0
2021-01-08;2;1;0;0;5;1610064000.0;COURIER;X;40995.29397578186;1610064000.0;0.0;0.0;0.0;0.0;3.6;-1.3;0.3;0.0;0
2021-01-08;2;1;0;0;5;1610064000.0;APM;Rest;82682.50458164403;1610064000.0;0.0;0.0;0.0;0.0;1.4;0.2;0.6;0.0;0
2021-01-09;2;1;1;0;6;1610150400.0;APM;Rest;18544.40951042417;1610150400.0;0.0;0.0;0.0;0.0;0.5;-0.6;-0.2;0.0;0
2021-01-09;2;1;1;0;6;1610150400.0;APM;X;18085.120530518736;1610150400.0;0.0;0.0;0.0;0.0;2.8;-1.6;0.2;0.0;0
2021-01-09;2;1;1;0;6;1610150400.0;APM;X;18085.120530518736;1610150400.0;0.0;0.0;0.0;0.0;0.5;-0.6;-0.2;0.0;0
2021-01-09;2;1;1;0;6;1610150400.0;COURIER;Rest;37181.96294564636;1610150400.0;0.0;0.0;0.0;0.0;0.5;-0.6;-0.2;0.0;0
2021-01-09;2;1;1;0;6;1610150400.0;COURIER;X;7270.178333745987;1610150400.0;0.0;0.0;0.0;0.0;2.8;-1.6;0.2;0.0;0
2021-01-09;2;1;1;0;6;1610150400.0;COURIER;X;7270.178333745987;1610150400.0;0.0;0.0;0.0;0.0;0.5;-0.6;-0.2;0.0;0
2021-01-09;2;1;1;0;6;1610150400.0;COURIER;Rest;37181.96294564636;1610150400.0;0.0;0.0;0.0;0.0;2.8;-1.6;0.2;0.0;0
2021-01-09;2;1;1;0;6;1610150400.0;APM;Rest;18544.40951042417;1610150400.0;0.0;0.0;0.0;0.0;2.8;-1.6;0.2;0.0;0
2021-01-10;3;1;1;0;7;1610236800.0;APM;X;59664.10354974293;1610236800.0;0.0;0.0;0.0;0.0;2.9;-2.7;-0.8;0.0;0
2021-01-10;3;1;1;0;7;1610236800.0;APM;X;59664.10354974293;1610236800.0;0.0;0.0;0.0;0.0;0.6;-0.5;0.1;0.0;0
2021-01-10;3;1;1;0;7;1610236800.0;COURIER;X;38337.09494725716;1610236800.0;0.0;0.0;0.0;0.0;2.9;-2.7;-0.8;0.0;0
2021-01-10;3;1;1;0;7;1610236800.0;COURIER;X;38337.09494725716;1610236800.0;0.0;0.0;0.0;0.0;0.6;-0.5;0.1;0.0;0
2021-01-10;3;1;1;0;7;1610236800.0;COURIER;Rest;84587.30197312386;1610236800.0;0.0;0.0;0.0;0.0;0.6;-0.5;0.1;0.0;0
2021-01-10;3;1;1;0;7;1610236800.0;COURIER;Rest;84587.30197312386;1610236800.0;0.0;0.0;0.0;0.0;2.9;-2.7;-0.8;0.0;0
2021-01-10;3;1;1;0;7;1610236800.0;APM;Rest;68532.28881775383;1610236800.0;0.0;0.0;0.0;0.0;0.6;-0.5;0.1;0.0;0
2021-01-10;3;1;1;0;7;1610236800.0;APM;Rest;68532.28881775383;1610236800.0;0.0;0.0;0.0;0.0;2.9;-2.7;-0.8;0.0;0
2021-01-11;3;1;0;0;1;1610323200.0;APM;Rest;52496.371937873024;1610323200.0;0.0;0.0;0.0;0.0;1.8;-1.3;-0.4;0.0;0
2021-01-11;3;1;0;0;1;1610323200.0;COURIER;Rest;71988.58685912607;1610323200.0;0.0;0.0;0.0;0.0;1.8;-1.3;-0.4;0.0;0
2021-01-11;3;1;0;0;1;1610323200.0;COURIER;Rest;71988.58685912607;1610323200.0;0.0;0.0;0.0;0.0;1.8;-6.3;-3.4;0.0;0
2021-01-11;3;1;0;0;1;1610323200.0;COURIER;X;30030.436648560764;1610323200.0;0.0;0.0;0.0;0.0;1.8;-6.3;-3.4;0.0;0
2021-01-11;3;1;0;0;1;1610323200.0;COURIER;X;30030.436648560764;1610323200.0;0.0;0.0;0.0;0.0;1.8;-1.3;-0.4;0.0;0
2021-01-11;3;1;0;0;1;1610323200.0;APM;X;42985.220016315994;1610323200.0;0.0;0.0;0.0;0.0;1.8;-1.3;-0.4;0.0;0
2021-01-11;3;1;0;0;1;1610323200.0;APM;X;42985.220016315994;1610323200.0;0.0;0.0;0.0;0.0;1.8;-6.3;-3.4;0.0;0
2021-01-11;3;1;0;0;1;1610323200.0;APM;Rest;52496.371937873024;1610323200.0;0.0;0.0;0.0;0.0;1.8;-6.3;-3.4;0.0;0
2021-01-12;3;1;0;0;2;1610409600.0;APM;Rest;105748.89775420241;1610409600.0;0.0;0.0;0.0;0.0;0.6;-3.5;-1.6;0.0;0
2021-01-12;3;1;0;0;2;1610409600.0;APM;Rest;105748.89775420241;1610409600.0;0.0;0.0;0.0;0.0;3.5;-8.0;-2.5;2.5;0
2021-01-12;3;1;0;0;2;1610409600.0;COURIER;Rest;129433.48561653154;1610409600.0;0.0;0.0;0.0;0.0;0.6;-3.5;-1.6;0.0;0
2021-01-12;3;1;0;0;2;1610409600.0;APM;X;79995.3458933379;1610409600.0;0.0;0.0;0.0;0.0;0.6;-3.5;-1.6;0.0;0
2021-01-12;3;1;0;0;2;1610409600.0;APM;X;79995.3458933379;1610409600.0;0.0;0.0;0.0;0.0;3.5;-8.0;-2.5;2.5;0
2021-01-12;3;1;0;0;2;1610409600.0;COURIER;Rest;129433.48561653154;1610409600.0;0.0;0.0;0.0;0.0;3.5;-8.0;-2.5;2.5;0
2021-01-12;3;1;0;0;2;1610409600.0;COURIER;X;64045.72369061384;1610409600.0;0.0;0.0;0.0;0.0;0.6;-3.5;-1.6;0.0;0
2021-01-12;3;1;0;0;2;1610409600.0;COURIER;X;64045.72369061384;1610409600.0;0.0;0.0;0.0;0.0;3.5;-8.0;-2.5;2.5;0
2021-01-13;3;1;0;0;3;1610496000.0;COURIER;X;106266.63186624252;1610496000.0;0.0;0.0;0.0;0.0;2.3;-0.8;0.4;8.9;4
2021-01-13;3;1;0;0;3;1610496000.0;COURIER;X;106266.63186624252;1610496000.0;0.0;0.0;0.0;0.0;0.3;-1.4;-0.6;0.0;0
2021-01-13;3;1;0;0;3;1610496000.0;APM;Rest;174980.66842613346;1610496000.0;0.0;0.0;0.0;0.0;0.3;-1.4;-0.6;0.0;0
2021-01-13;3;1;0;0;3;1610496000.0;APM;Rest;174980.66842613346;1610496000.0;0.0;0.0;0.0;0.0;2.3;-0.8;0.4;8.9;4
2021-01-13;3;1;0;0;3;1610496000.0;COURIER;Rest;190320.65638605473;1610496000.0;0.0;0.0;0.0;0.0;2.3;-0.8;0.4;8.9;4
2021-01-13;3;1;0;0;3;1610496000.0;APM;X;131368.99099180594;1610496000.0;0.0;0.0;0.0;0.0;2.3;-0.8;0.4;8.9;4
2021-01-13;3;1;0;0;3;1610496000.0;APM;X;131368.99099180594;1610496000.0;0.0;0.0;0.0;0.0;0.3;-1.4;-0.6;0.0;0
2021-01-13;3;1;0;0;3;1610496000.0;COURIER;Rest;190320.65638605473;1610496000.0;0.0;0.0;0.0;0.0;0.3;-1.4;-0.6;0.0;0
2021-01-14;3;1;0;0;4;1610582400.0;APM;Rest;148063.33632143083;1610582400.0;0.0;0.0;0.0;0.0;1.3;-1.1;-0.2;2.9;15
2021-01-14;3;1;0;0;4;1610582400.0;COURIER;Rest;145647.61307762092;1610582400.0;0.0;0.0;0.0;0.0;1.3;-1.1;-0.2;2.9;15
2021-01-14;3;1;0;0;4;1610582400.0;APM;X;115464.23127619711;1610582400.0;0.0;0.0;0.0;0.0;0.1;-4.0;-2.2;0.0;0
2021-01-14;3;1;0;0;4;1610582400.0;APM;X;115464.23127619711;1610582400.0;0.0;0.0;0.0;0.0;1.3;-1.1;-0.2;2.9;15
2021-01-14;3;1;0;0;4;1610582400.0;COURIER;Rest;145647.61307762092;1610582400.0;0.0;0.0;0.0;0.0;0.1;-4.0;-2.2;0.0;0
2021-01-14;3;1;0;0;4;1610582400.0;COURIER;X;84140.15577361823;1610582400.0;0.0;0.0;0.0;0.0;0.1;-4.0;-2.2;0.0;0
2021-01-14;3;1;0;0;4;1610582400.0;COURIER;X;84140.15577361823;1610582400.0;0.0;0.0;0.0;0.0;1.3;-1.1;-0.2;2.9;15
2021-01-14;3;1;0;0;4;1610582400.0;APM;Rest;148063.33632143083;1610582400.0;0.0;0.0;0.0;0.0;0.1;-4.0;-2.2;0.0;0
2021-01-15;3;1;0;0;5;1610668800.0;COURIER;X;42019.27258475356;1610668800.0;0.0;0.0;0.0;0.0;-4.0;-8.2;-6.8;0.0;0
2021-01-15;3;1;0;0;5;1610668800.0;COURIER;X;42019.27258475356;1610668800.0;0.0;0.0;0.0;0.0;-0.2;-4.9;-3.3;3.5;14
2021-01-15;3;1;0;0;5;1610668800.0;APM;Rest;69004.54575136414;1610668800.0;0.0;0.0;0.0;0.0;-4.0;-8.2;-6.8;0.0;0
2021-01-15;3;1;0;0;5;1610668800.0;APM;X;52636.75157469399;1610668800.0;0.0;0.0;0.0;0.0;-0.2;-4.9;-3.3;3.5;14
2021-01-15;3;1;0;0;5;1610668800.0;COURIER;Rest;68244.27930040969;1610668800.0;0.0;0.0;0.0;0.0;-0.2;-4.9;-3.3;3.5;14
2021-01-15;3;1;0;0;5;1610668800.0;APM;X;52636.75157469399;1610668800.0;0.0;0.0;0.0;0.0;-4.0;-8.2;-6.8;0.0;0
2021-01-15;3;1;0;0;5;1610668800.0;COURIER;Rest;68244.27930040969;1610668800.0;0.0;0.0;0.0;0.0;-4.0;-8.2;-6.8;0.0;0
2021-01-15;3;1;0;0;5;1610668800.0;APM;Rest;69004.54575136414;1610668800.0;0.0;0.0;0.0;0.0;-0.2;-4.9;-3.3;3.5;14
2021-01-16;3;1;1;0;6;1610755200.0;APM;Rest;10024.99018619441;1610755200.0;0.0;0.0;0.0;0.0;-2.2;-6.8;-5.0;2.5;13
2021-01-16;3;1;1;0;6;1610755200.0;COURIER;X;6868.723098186335;1610755200.0;0.0;0.0;0.0;0.0;-2.5;-10.6;-7.3;0.0;0
2021-01-16;3;1;1;0;6;1610755200.0;COURIER;X;6868.723098186335;1610755200.0;0.0;0.0;0.0;0.0;-2.2;-6.8;-5.0;2.5;13
2021-01-16;3;1;1;0;6;1610755200.0;APM;X;17327.289855535622;1610755200.0;0.0;0.0;0.0;0.0;-2.5;-10.6;-7.3;0.0;0
2021-01-16;3;1;1;0;6;1610755200.0;COURIER;Rest;40336.255175938044;1610755200.0;0.0;0.0;0.0;0.0;-2.2;-6.8;-5.0;2.5;13
2021-01-16;3;1;1;0;6;1610755200.0;COURIER;Rest;40336.255175938044;1610755200.0;0.0;0.0;0.0;0.0;-2.5;-10.6;-7.3;0.0;0
2021-01-16;3;1;1;0;6;1610755200.0;APM;X;17327.289855535622;1610755200.0;0.0;0.0;0.0;0.0;-2.2;-6.8;-5.0;2.5;13
2021-01-16;3;1;1;0;6;1610755200.0;APM;Rest;10024.99018619441;1610755200.0;0.0;0.0;0.0;0.0;-2.5;-10.6;-7.3;0.0;0
2021-01-17;4;1;1;0;7;1610841600.0;COURIER;Rest;49207.24443183172;1610841600.0;0.0;0.0;0.0;0.0;-6.1;-15.2;-12.6;0.0;0
2021-01-17;4;1;1;0;7;1610841600.0;APM;Rest;42346.01512627288;1610841600.0;0.0;0.0;0.0;0.0;-6.1;-15.2;-12.6;0.0;0
2021-01-17;4;1;1;0;7;1610841600.0;COURIER;X;23773.19233242652;1610841600.0;0.0;0.0;0.0;0.0;-4.4;-11.1;-8.9;0.3;15
2021-01-17;4;1;1;0;7;1610841600.0;APM;Rest;42346.01512627288;1610841600.0;0.0;0.0;0.0;0.0;-4.4;-11.1;-8.9;0.3;15
2021-01-17;4;1;1;0;7;1610841600.0;COURIER;Rest;49207.24443183172;1610841600.0;0.0;0.0;0.0;0.0;-4.4;-11.1;-8.9;0.3;15
2021-01-17;4;1;1;0;7;1610841600.0;COURIER;X;23773.19233242652;1610841600.0;0.0;0.0;0.0;0.0;-6.1;-15.2;-12.6;0.0;0
2021-01-17;4;1;1;0;7;1610841600.0;APM;X;33702.7867610343;1610841600.0;0.0;0.0;0.0;0.0;-4.4;-11.1;-8.9;0.3;15
2021-01-17;4;1;1;0;7;1610841600.0;APM;X;33702.7867610343;1610841600.0;0.0;0.0;0.0;0.0;-6.1;-15.2;-12.6;0.0;0
2021-01-18;4;1;0;0;1;1610928000.0;APM;X;0.0;1610928000.0;0.0;0.0;0.0;0.0;-6.0;-11.0;-9.0;4.5;14
2021-01-18;4;1;0;0;1;1610928000.0;COURIER;Rest;0.0;1610928000.0;0.0;0.0;0.0;0.0;-12.8;-17.5;-15.7;0.0;0
2021-01-18;4;1;0;0;1;1610928000.0;COURIER;X;0.0;1610928000.0;0.0;0.0;0.0;0.0;-6.0;-11.0;-9.0;4.5;14
2021-01-18;4;1;0;0;1;1610928000.0;COURIER;X;0.0;1610928000.0;0.0;0.0;0.0;0.0;-12.8;-17.5;-15.7;0.0;0
2021-01-18;4;1;0;0;1;1610928000.0;APM;X;0.0;1610928000.0;0.0;0.0;0.0;0.0;-12.8;-17.5;-15.7;0.0;0
2021-01-18;4;1;0;0;1;1610928000.0;COURIER;Rest;0.0;1610928000.0;0.0;0.0;0.0;0.0;-6.0;-11.0;-9.0;4.5;14
2021-01-18;4;1;0;0;1;1610928000.0;APM;Rest;0.0;1610928000.0;0.0;0.0;0.0;0.0;-6.0;-11.0;-9.0;4.5;14
2021-01-18;4;1;0;0;1;1610928000.0;APM;Rest;0.0;1610928000.0;0.0;0.0;0.0;0.0;-12.8;-17.5;-15.7;0.0;0
2021-01-19;4;1;0;0;2;1611014400.0;APM;X;50183.11966388638;1611014400.0;0.0;0.0;0.0;0.0;-5.6;-17.0;-10.2;0.0;0
2021-01-19;4;1;0;0;2;1611014400.0;COURIER;Rest;80684.17277502132;1611014400.0;0.0;0.0;0.0;0.0;2.4;-8.4;-2.3;1.3;16
2021-01-19;4;1;0;0;2;1611014400.0;APM;Rest;72673.22825835165;1611014400.0;0.0;0.0;0.0;0.0;2.4;-8.4;-2.3;1.3;16
2021-01-19;4;1;0;0;2;1611014400.0;COURIER;X;38478.32320039278;1611014400.0;0.0;0.0;0.0;0.0;2.4;-8.4;-2.3;1.3;16
2021-01-19;4;1;0;0;2;1611014400.0;COURIER;X;38478.32320039278;1611014400.0;0.0;0.0;0.0;0.0;-5.6;-17.0;-10.2;0.0;0
2021-01-19;4;1;0;0;2;1611014400.0;APM;X;50183.11966388638;1611014400.0;0.0;0.0;0.0;0.0;2.4;-8.4;-2.3;1.3;16
2021-01-19;4;1;0;0;2;1611014400.0;COURIER;Rest;80684.17277502132;1611014400.0;0.0;0.0;0.0;0.0;-5.6;-17.0;-10.2;0.0;0
2021-01-19;4;1;0;0;2;1611014400.0;APM;Rest;72673.22825835165;1611014400.0;0.0;0.0;0.0;0.0;-5.6;-17.0;-10.2;0.0;0
2021-01-20;4;1;0;0;3;1611100800.0;COURIER;Rest;245752.1331389819;1611100800.0;0.0;0.0;0.0;0.0;9.4;0.0;3.2;0.0;13
2021-01-20;4;1;0;0;3;1611100800.0;COURIER;X;133403.00606417313;1611100800.0;0.0;0.0;0.0;0.0;3.0;-5.6;-0.6;0.0;0
2021-01-20;4;1;0;0;3;1611100800.0;APM;Rest;235728.81288089824;1611100800.0;0.0;0.0;0.0;0.0;9.4;0.0;3.2;0.0;13
2021-01-20;4;1;0;0;3;1611100800.0;APM;X;189000.90465948152;1611100800.0;0.0;0.0;0.0;0.0;9.4;0.0;3.2;0.0;13
2021-01-20;4;1;0;0;3;1611100800.0;APM;Rest;235728.81288089824;1611100800.0;0.0;0.0;0.0;0.0;3.0;-5.6;-0.6;0.0;0
2021-01-20;4;1;0;0;3;1611100800.0;COURIER;X;133403.00606417313;1611100800.0;0.0;0.0;0.0;0.0;9.4;0.0;3.2;0.0;13
2021-01-20;4;1;0;0;3;1611100800.0;APM;X;189000.90465948152;1611100800.0;0.0;0.0;0.0;0.0;3.0;-5.6;-0.6;0.0;0
2021-01-20;4;1;0;0;3;1611100800.0;COURIER;Rest;245752.1331389819;1611100800.0;0.0;0.0;0.0;0.0;3.0;-5.6;-0.6;0.0;0
2021-01-21;4;1;0;0;4;1611187200.0;APM;Rest;235335.72971354518;1611187200.0;0.0;0.0;0.0;0.0;10.2;-3.4;1.3;0.0;9
2021-01-21;4;1;0;0;4;1611187200.0;COURIER;X;122471.16315898516;1611187200.0;0.0;0.0;0.0;0.0;10.2;-3.4;1.3;0.0;9
2021-01-21;4;1;0;0;4;1611187200.0;COURIER;X;122471.16315898516;1611187200.0;0.0;0.0;0.0;0.0;5.9;-2.5;0.7;0.0;0
2021-01-21;4;1;0;0;4;1611187200.0;APM;X;171798.4438959342;1611187200.0;0.0;0.0;0.0;0.0;10.2;-3.4;1.3;0.0;9
2021-01-21;4;1;0;0;4;1611187200.0;APM;X;171798.4438959342;1611187200.0;0.0;0.0;0.0;0.0;5.9;-2.5;0.7;0.0;0
2021-01-21;4;1;0;0;4;1611187200.0;COURIER;Rest;223095.03226398394;1611187200.0;0.0;0.0;0.0;0.0;10.2;-3.4;1.3;0.0;9
2021-01-21;4;1;0;0;4;1611187200.0;COURIER;Rest;223095.03226398394;1611187200.0;0.0;0.0;0.0;0.0;5.9;-2.5;0.7;0.0;0
